img_dir,label
dataset/84.jpg,1
dataset/85.jpg,7
dataset/86.jpg,8
dataset/87.jpg,7
dataset/88.jpg,1
dataset/89.jpg,8
dataset/90.jpg,1
dataset/91.jpg,2
dataset/92.jpg,1
dataset/93.jpg,8
dataset/94.jpg,2
dataset/95.jpg,5
dataset/96.jpg,1
dataset/97.jpg,8
dataset/98.jpg,7
dataset/99.jpg,2
dataset/100.jpg,1
dataset/101.jpg,8
dataset/102.jpg,9
dataset/103.jpg,6
dataset/104.jpg,1
dataset/105.jpg,8
dataset/106.jpg,9
dataset/107.jpg,7
dataset/108.jpg,1
dataset/109.jpg,9
dataset/110.jpg,4
dataset/111.jpg,9
dataset/112.jpg,1
dataset/113.jpg,9
dataset/114.jpg,6
dataset/115.jpg,3
dataset/116.jpg,2
dataset/117.jpg,1
dataset/118.jpg,1
dataset/119.jpg,3
dataset/120.jpg,2
dataset/121.jpg,1
dataset/122.jpg,6
dataset/123.jpg,1
dataset/124.jpg,2
dataset/125.jpg,1
dataset/126.jpg,6
dataset/127.jpg,7
dataset/128.jpg,2
dataset/129.jpg,1
dataset/130.jpg,9
dataset/131.jpg,3
dataset/132.jpg,2
dataset/133.jpg,2
dataset/134.jpg,3
dataset/135.jpg,9
dataset/136.jpg,2
dataset/137.jpg,2
dataset/138.jpg,4
dataset/139.jpg,5
dataset/140.jpg,2
dataset/141.jpg,2
dataset/142.jpg,4
dataset/143.jpg,8
dataset/144.jpg,2
dataset/145.jpg,2
dataset/146.jpg,9
dataset/147.jpg,3
dataset/148.jpg,2
dataset/149.jpg,3
dataset/150.jpg,2
dataset/151.jpg,5
dataset/152.jpg,2
dataset/153.jpg,3
dataset/154.jpg,4
dataset/155.jpg,5
dataset/156.jpg,2
dataset/157.jpg,3
dataset/158.jpg,5
dataset/159.jpg,5
dataset/160.jpg,2
dataset/161.jpg,4
dataset/162.jpg,1
dataset/163.jpg,2
dataset/164.jpg,2
dataset/165.jpg,4
dataset/166.jpg,2
dataset/167.jpg,7
dataset/168.jpg,2
dataset/169.jpg,4
dataset/170.jpg,4
dataset/171.jpg,2
dataset/172.jpg,2
dataset/173.jpg,4
dataset/174.jpg,5
dataset/175.jpg,2
dataset/176.jpg,2
dataset/177.jpg,4
dataset/178.jpg,6
dataset/179.jpg,5
dataset/180.jpg,2
dataset/181.jpg,5
dataset/182.jpg,2
dataset/183.jpg,8
dataset/184.jpg,2
dataset/185.jpg,5
dataset/186.jpg,6
dataset/187.jpg,8
dataset/188.jpg,2
dataset/189.jpg,6
dataset/190.jpg,1
dataset/191.jpg,7
dataset/192.jpg,2
dataset/193.jpg,6
dataset/194.jpg,2
dataset/195.jpg,3
dataset/196.jpg,2
dataset/197.jpg,6
dataset/198.jpg,2
dataset/199.jpg,5
dataset/200.jpg,2
dataset/201.jpg,6
dataset/202.jpg,4
dataset/203.jpg,6
dataset/204.jpg,2
dataset/205.jpg,6
dataset/206.jpg,5
dataset/207.jpg,4
dataset/208.jpg,2
dataset/209.jpg,7
dataset/210.jpg,4
dataset/211.jpg,5
dataset/212.jpg,2
dataset/213.jpg,7
dataset/214.jpg,5
dataset/215.jpg,7
dataset/216.jpg,2
dataset/217.jpg,7
dataset/218.jpg,8
dataset/219.jpg,6
dataset/220.jpg,2
dataset/221.jpg,7
dataset/222.jpg,9
dataset/223.jpg,2
dataset/224.jpg,2
dataset/225.jpg,8
dataset/226.jpg,1
dataset/227.jpg,8
dataset/228.jpg,2
dataset/229.jpg,8
dataset/230.jpg,5
dataset/231.jpg,8
dataset/232.jpg,2
dataset/233.jpg,8
dataset/234.jpg,6
dataset/235.jpg,4
dataset/236.jpg,2
dataset/237.jpg,9
dataset/238.jpg,1
dataset/239.jpg,3
dataset/240.jpg,2
dataset/241.jpg,9
dataset/242.jpg,2
dataset/243.jpg,2
dataset/244.jpg,2
dataset/245.jpg,9
dataset/246.jpg,8
dataset/247.jpg,4
dataset/248.jpg,3
dataset/249.jpg,1
dataset/250.jpg,9
dataset/251.jpg,3
dataset/252.jpg,3
dataset/253.jpg,2
dataset/254.jpg,3
dataset/255.jpg,1
dataset/256.jpg,3
dataset/257.jpg,2
dataset/258.jpg,8
dataset/259.jpg,2
dataset/260.jpg,3
dataset/261.jpg,2
dataset/262.jpg,8
dataset/263.jpg,4
dataset/264.jpg,3
dataset/265.jpg,2
dataset/266.jpg,9
dataset/267.jpg,5
dataset/268.jpg,3
dataset/269.jpg,3
dataset/270.jpg,6
dataset/271.jpg,8
dataset/272.jpg,3
dataset/273.jpg,3
dataset/274.jpg,8
dataset/275.jpg,7
dataset/276.jpg,3
dataset/277.jpg,3
dataset/278.jpg,9
dataset/279.jpg,8
dataset/280.jpg,3
dataset/281.jpg,4
dataset/282.jpg,3
dataset/283.jpg,3
dataset/284.jpg,3
dataset/285.jpg,4
dataset/286.jpg,6
dataset/287.jpg,5
dataset/288.jpg,3
dataset/289.jpg,4
dataset/290.jpg,7
dataset/291.jpg,6
dataset/292.jpg,3
dataset/293.jpg,4
dataset/294.jpg,8
dataset/295.jpg,9
dataset/296.jpg,3
dataset/297.jpg,4
dataset/298.jpg,9
dataset/299.jpg,8
dataset/300.jpg,3
dataset/301.jpg,5
dataset/302.jpg,3
dataset/303.jpg,2
dataset/304.jpg,3
dataset/305.jpg,5
dataset/306.jpg,3
dataset/307.jpg,4
dataset/308.jpg,3
dataset/309.jpg,5
dataset/310.jpg,3
dataset/311.jpg,8
dataset/312.jpg,3
dataset/313.jpg,5
dataset/314.jpg,7
dataset/315.jpg,4
dataset/316.jpg,3
dataset/317.jpg,5
dataset/318.jpg,7
dataset/319.jpg,8
dataset/320.jpg,3
dataset/321.jpg,5
dataset/322.jpg,8
dataset/323.jpg,2
dataset/324.jpg,3
dataset/325.jpg,6
dataset/326.jpg,1
dataset/327.jpg,6
dataset/328.jpg,3
dataset/329.jpg,6
dataset/330.jpg,3
dataset/331.jpg,7
dataset/332.jpg,3
dataset/333.jpg,6
dataset/334.jpg,4
dataset/335.jpg,7
dataset/336.jpg,3
dataset/337.jpg,6
dataset/338.jpg,5
dataset/339.jpg,1
dataset/340.jpg,3
dataset/341.jpg,6
dataset/342.jpg,9
dataset/343.jpg,2
dataset/344.jpg,3
dataset/345.jpg,7
dataset/346.jpg,6
dataset/347.jpg,2
dataset/348.jpg,3
dataset/349.jpg,7
dataset/350.jpg,6
dataset/351.jpg,9
dataset/352.jpg,3
dataset/353.jpg,7
dataset/354.jpg,8
dataset/355.jpg,5
dataset/356.jpg,3
dataset/357.jpg,8
dataset/358.jpg,1
dataset/359.jpg,6
dataset/360.jpg,3
dataset/361.jpg,8
dataset/362.jpg,2
dataset/363.jpg,6
dataset/364.jpg,3
dataset/365.jpg,8
dataset/366.jpg,2
dataset/367.jpg,7
dataset/368.jpg,3
dataset/369.jpg,8
dataset/370.jpg,6
dataset/371.jpg,5
dataset/372.jpg,3
dataset/373.jpg,8
dataset/374.jpg,7
dataset/375.jpg,1
dataset/376.jpg,3
dataset/377.jpg,9
dataset/378.jpg,2
dataset/379.jpg,4
dataset/380.jpg,3
dataset/381.jpg,9
dataset/382.jpg,2
dataset/383.jpg,8
dataset/384.jpg,3
dataset/385.jpg,9
dataset/386.jpg,6
dataset/387.jpg,5
dataset/388.jpg,3
dataset/389.jpg,9
dataset/390.jpg,7
dataset/391.jpg,5
dataset/392.jpg,4
dataset/393.jpg,1
dataset/394.jpg,4
dataset/395.jpg,7
dataset/396.jpg,4
dataset/397.jpg,1
dataset/398.jpg,5
dataset/399.jpg,9
dataset/400.jpg,4
dataset/401.jpg,1
dataset/402.jpg,7
dataset/403.jpg,6
dataset/404.jpg,4
dataset/405.jpg,1
dataset/406.jpg,9
dataset/407.jpg,2
dataset/408.jpg,4
dataset/409.jpg,2
dataset/410.jpg,5
dataset/411.jpg,5
dataset/412.jpg,4
dataset/413.jpg,3
dataset/414.jpg,3
dataset/415.jpg,6
dataset/416.jpg,4
dataset/417.jpg,4
dataset/418.jpg,2
dataset/419.jpg,5
dataset/420.jpg,4
dataset/421.jpg,5
dataset/422.jpg,2
dataset/423.jpg,3
dataset/424.jpg,4
dataset/425.jpg,5
dataset/426.jpg,3
dataset/427.jpg,1
dataset/428.jpg,4
dataset/429.jpg,5
dataset/430.jpg,7
dataset/431.jpg,2
dataset/432.jpg,4
dataset/433.jpg,6
dataset/434.jpg,3
dataset/435.jpg,5
dataset/436.jpg,4
dataset/437.jpg,6
dataset/438.jpg,3
dataset/439.jpg,8
dataset/440.jpg,4
dataset/441.jpg,6
dataset/442.jpg,5
dataset/443.jpg,9
dataset/444.jpg,4
dataset/445.jpg,6
dataset/446.jpg,8
dataset/447.jpg,9
dataset/448.jpg,4
dataset/449.jpg,6
dataset/450.jpg,9
dataset/451.jpg,7
dataset/452.jpg,4
dataset/453.jpg,7
dataset/454.jpg,3
dataset/455.jpg,9
dataset/456.jpg,4
dataset/457.jpg,7
dataset/458.jpg,6
dataset/459.jpg,3
dataset/460.jpg,4
dataset/461.jpg,8
dataset/462.jpg,1
dataset/463.jpg,1
dataset/464.jpg,4
dataset/465.jpg,8
dataset/466.jpg,6
dataset/467.jpg,2
dataset/468.jpg,4
dataset/469.jpg,8
dataset/470.jpg,7
dataset/471.jpg,1
dataset/472.jpg,4
dataset/473.jpg,9
dataset/474.jpg,5
dataset/475.jpg,4
dataset/476.jpg,4
dataset/477.jpg,9
dataset/478.jpg,8
dataset/479.jpg,5
dataset/480.jpg,5
dataset/481.jpg,1
dataset/482.jpg,2
dataset/483.jpg,5
dataset/484.jpg,5
dataset/485.jpg,1
dataset/486.jpg,8
dataset/487.jpg,6
dataset/488.jpg,5
dataset/489.jpg,1
dataset/490.jpg,8
dataset/491.jpg,8
dataset/492.jpg,5
dataset/493.jpg,2
dataset/494.jpg,2
dataset/495.jpg,1
dataset/496.jpg,5
dataset/497.jpg,2
dataset/498.jpg,3
dataset/499.jpg,5
dataset/500.jpg,5
dataset/501.jpg,2
dataset/502.jpg,5
dataset/503.jpg,7
dataset/504.jpg,5
dataset/505.jpg,3
dataset/506.jpg,1
dataset/507.jpg,4
dataset/508.jpg,5
dataset/509.jpg,3
dataset/510.jpg,7
dataset/511.jpg,8
dataset/512.jpg,5
dataset/513.jpg,3
dataset/514.jpg,8
dataset/515.jpg,6
dataset/516.jpg,5
dataset/517.jpg,3
dataset/518.jpg,9
dataset/519.jpg,9
dataset/520.jpg,5
dataset/521.jpg,4
dataset/522.jpg,3
dataset/523.jpg,7
dataset/524.jpg,5
dataset/525.jpg,4
dataset/526.jpg,9
dataset/527.jpg,7
dataset/528.jpg,5
dataset/529.jpg,5
dataset/530.jpg,1
dataset/531.jpg,6
dataset/532.jpg,5
dataset/533.jpg,5
dataset/534.jpg,3
dataset/535.jpg,8
dataset/536.jpg,5
dataset/537.jpg,5
dataset/538.jpg,3
dataset/539.jpg,9
dataset/540.jpg,5
dataset/541.jpg,5
dataset/542.jpg,7
dataset/543.jpg,7
dataset/544.jpg,5
dataset/545.jpg,5
dataset/546.jpg,8
dataset/547.jpg,1
dataset/548.jpg,5
dataset/549.jpg,6
dataset/550.jpg,3
dataset/551.jpg,2
dataset/552.jpg,5
dataset/553.jpg,6
dataset/554.jpg,3
dataset/555.jpg,4
dataset/556.jpg,5
dataset/557.jpg,6
dataset/558.jpg,4
dataset/559.jpg,9
dataset/560.jpg,5
dataset/561.jpg,6
dataset/562.jpg,5
dataset/563.jpg,2
dataset/564.jpg,5
dataset/565.jpg,7
dataset/566.jpg,6
dataset/567.jpg,3
dataset/568.jpg,5
dataset/569.jpg,8
dataset/570.jpg,3
dataset/571.jpg,1
dataset/572.jpg,5
dataset/573.jpg,8
dataset/574.jpg,4
dataset/575.jpg,7
dataset/576.jpg,5
dataset/577.jpg,8
dataset/578.jpg,5
dataset/579.jpg,3
dataset/580.jpg,5
dataset/581.jpg,8
dataset/582.jpg,7
dataset/583.jpg,1
dataset/584.jpg,5
dataset/585.jpg,8
dataset/586.jpg,9
dataset/587.jpg,5
dataset/588.jpg,5
dataset/589.jpg,8
dataset/590.jpg,9
dataset/591.jpg,6
dataset/592.jpg,5
dataset/593.jpg,9
dataset/594.jpg,1
dataset/595.jpg,1
dataset/596.jpg,5
dataset/597.jpg,9
dataset/598.jpg,2
dataset/599.jpg,6
dataset/600.jpg,5
dataset/601.jpg,9
dataset/602.jpg,3
dataset/603.jpg,1
dataset/604.jpg,5
dataset/605.jpg,9
dataset/606.jpg,4
dataset/607.jpg,2
dataset/608.jpg,5
dataset/609.jpg,9
dataset/610.jpg,5
dataset/611.jpg,1
dataset/612.jpg,5
dataset/613.jpg,9
dataset/614.jpg,5
dataset/615.jpg,3
dataset/616.jpg,5
dataset/617.jpg,9
dataset/618.jpg,7
dataset/619.jpg,3
dataset/620.jpg,6
dataset/621.jpg,1
dataset/622.jpg,3
dataset/623.jpg,8
dataset/624.jpg,6
dataset/625.jpg,2
dataset/626.jpg,2
dataset/627.jpg,8
dataset/628.jpg,6
dataset/629.jpg,2
dataset/630.jpg,7
dataset/631.jpg,1
dataset/632.jpg,6
dataset/633.jpg,3
dataset/634.jpg,4
dataset/635.jpg,2
dataset/636.jpg,6
dataset/637.jpg,3
dataset/638.jpg,6
dataset/639.jpg,4
dataset/640.jpg,6
dataset/641.jpg,3
dataset/642.jpg,7
dataset/643.jpg,9
dataset/644.jpg,6
dataset/645.jpg,4
dataset/646.jpg,1
dataset/647.jpg,9
dataset/648.jpg,6
dataset/649.jpg,4
dataset/650.jpg,2
dataset/651.jpg,5
dataset/652.jpg,6
dataset/653.jpg,4
dataset/654.jpg,7
dataset/655.jpg,2
dataset/656.jpg,6
dataset/657.jpg,5
dataset/658.jpg,1
dataset/659.jpg,4
dataset/660.jpg,6
dataset/661.jpg,5
dataset/662.jpg,2
dataset/663.jpg,4
dataset/664.jpg,6
dataset/665.jpg,5
dataset/666.jpg,5
dataset/667.jpg,3
dataset/668.jpg,6
dataset/669.jpg,5
dataset/670.jpg,7
dataset/671.jpg,9
dataset/672.jpg,6
dataset/673.jpg,6
dataset/674.jpg,1
dataset/675.jpg,7
dataset/676.jpg,6
dataset/677.jpg,6
dataset/678.jpg,2
dataset/679.jpg,7
dataset/680.jpg,6
dataset/681.jpg,7
dataset/682.jpg,1
dataset/683.jpg,2
dataset/684.jpg,6
dataset/685.jpg,7
dataset/686.jpg,1
dataset/687.jpg,3
dataset/688.jpg,6
dataset/689.jpg,7
dataset/690.jpg,3
dataset/691.jpg,5
dataset/692.jpg,6
dataset/693.jpg,7
dataset/694.jpg,3
dataset/695.jpg,6
dataset/696.jpg,6
dataset/697.jpg,7
dataset/698.jpg,6
dataset/699.jpg,4
dataset/700.jpg,6
dataset/701.jpg,7
dataset/702.jpg,9
dataset/703.jpg,8
dataset/704.jpg,6
dataset/705.jpg,8
dataset/706.jpg,1
dataset/707.jpg,8
dataset/708.jpg,6
dataset/709.jpg,8
dataset/710.jpg,1
dataset/711.jpg,9
dataset/712.jpg,6
dataset/713.jpg,8
dataset/714.jpg,4
dataset/715.jpg,9
dataset/716.jpg,6
dataset/717.jpg,8
dataset/718.jpg,6
dataset/719.jpg,5
dataset/720.jpg,6
dataset/721.jpg,9
dataset/722.jpg,2
dataset/723.jpg,7
dataset/724.jpg,6
dataset/725.jpg,9
dataset/726.jpg,2
dataset/727.jpg,9
dataset/728.jpg,6
dataset/729.jpg,9
dataset/730.jpg,6
dataset/731.jpg,6
dataset/732.jpg,7
dataset/733.jpg,1
dataset/734.jpg,1
dataset/735.jpg,4
dataset/736.jpg,7
dataset/737.jpg,1
dataset/738.jpg,1
dataset/739.jpg,5
dataset/740.jpg,7
dataset/741.jpg,1
dataset/742.jpg,2
dataset/743.jpg,9
dataset/744.jpg,7
dataset/745.jpg,1
dataset/746.jpg,4
dataset/747.jpg,4
dataset/748.jpg,7
dataset/749.jpg,1
dataset/750.jpg,4
dataset/751.jpg,5
dataset/752.jpg,7
dataset/753.jpg,1
dataset/754.jpg,5
dataset/755.jpg,5
dataset/756.jpg,7
dataset/757.jpg,1
dataset/758.jpg,6
dataset/759.jpg,2
dataset/760.jpg,7
dataset/761.jpg,2
dataset/762.jpg,3
dataset/763.jpg,2
dataset/764.jpg,7
dataset/765.jpg,2
dataset/766.jpg,3
dataset/767.jpg,3
dataset/768.jpg,7
dataset/769.jpg,2
dataset/770.jpg,3
dataset/771.jpg,5
dataset/772.jpg,7
dataset/773.jpg,2
dataset/774.jpg,9
dataset/775.jpg,6
dataset/776.jpg,7
dataset/777.jpg,3
dataset/778.jpg,1
dataset/779.jpg,5
dataset/780.jpg,7
dataset/781.jpg,3
dataset/782.jpg,2
dataset/783.jpg,3
dataset/784.jpg,7
dataset/785.jpg,3
dataset/786.jpg,3
dataset/787.jpg,8
dataset/788.jpg,7
dataset/789.jpg,3
dataset/790.jpg,4
dataset/791.jpg,7
dataset/792.jpg,7
dataset/793.jpg,3
dataset/794.jpg,8
dataset/795.jpg,7
dataset/796.jpg,7
dataset/797.jpg,3
dataset/798.jpg,8
dataset/799.jpg,8
dataset/800.jpg,7
dataset/801.jpg,4
dataset/802.jpg,1
dataset/803.jpg,2
dataset/804.jpg,7
dataset/805.jpg,4
dataset/806.jpg,5
dataset/807.jpg,1
dataset/808.jpg,7
dataset/809.jpg,5
dataset/810.jpg,3
dataset/811.jpg,4
dataset/812.jpg,7
dataset/813.jpg,5
dataset/814.jpg,8
dataset/815.jpg,8
dataset/816.jpg,7
dataset/817.jpg,6
dataset/818.jpg,3
dataset/819.jpg,3
dataset/820.jpg,7
dataset/821.jpg,6
dataset/822.jpg,3
dataset/823.jpg,8
dataset/824.jpg,7
dataset/825.jpg,6
dataset/826.jpg,6
dataset/827.jpg,3
dataset/828.jpg,7
dataset/829.jpg,6
dataset/830.jpg,7
dataset/831.jpg,1
dataset/832.jpg,7
dataset/833.jpg,7
dataset/834.jpg,1
dataset/835.jpg,8
dataset/836.jpg,7
dataset/837.jpg,7
dataset/838.jpg,6
dataset/839.jpg,2
dataset/840.jpg,7
dataset/841.jpg,7
dataset/842.jpg,7
dataset/843.jpg,3
dataset/844.jpg,7
dataset/845.jpg,7
dataset/846.jpg,9
dataset/847.jpg,9
dataset/848.jpg,7
dataset/849.jpg,8
dataset/850.jpg,1
dataset/851.jpg,5
dataset/852.jpg,7
dataset/853.jpg,8
dataset/854.jpg,2
dataset/855.jpg,7
dataset/856.jpg,7
dataset/857.jpg,8
dataset/858.jpg,5
dataset/859.jpg,3
dataset/860.jpg,7
dataset/861.jpg,8
dataset/862.jpg,7
dataset/863.jpg,9
dataset/864.jpg,7
dataset/865.jpg,8
dataset/866.jpg,8
dataset/867.jpg,7
dataset/868.jpg,7
dataset/869.jpg,8
dataset/870.jpg,8
dataset/871.jpg,9
dataset/872.jpg,7
dataset/873.jpg,9
dataset/874.jpg,1
dataset/875.jpg,2
dataset/876.jpg,7
dataset/877.jpg,9
dataset/878.jpg,4
dataset/879.jpg,4
dataset/880.jpg,7
dataset/881.jpg,9
dataset/882.jpg,5
dataset/883.jpg,7
dataset/884.jpg,7
dataset/885.jpg,9
dataset/886.jpg,6
dataset/887.jpg,2
dataset/888.jpg,7
dataset/889.jpg,9
dataset/890.jpg,7
dataset/891.jpg,3
dataset/892.jpg,8
dataset/893.jpg,1
dataset/894.jpg,1
dataset/895.jpg,6
dataset/896.jpg,8
dataset/897.jpg,2
dataset/898.jpg,8
dataset/899.jpg,1
dataset/900.jpg,8
dataset/901.jpg,3
dataset/902.jpg,3
dataset/903.jpg,3
dataset/904.jpg,8
dataset/905.jpg,3
dataset/906.jpg,4
dataset/907.jpg,4
dataset/908.jpg,8
dataset/909.jpg,3
dataset/910.jpg,4
dataset/911.jpg,7
dataset/912.jpg,8
dataset/913.jpg,3
dataset/914.jpg,7
dataset/915.jpg,6
dataset/916.jpg,8
dataset/917.jpg,3
dataset/918.jpg,7
dataset/919.jpg,8
dataset/920.jpg,8
dataset/921.jpg,3
dataset/922.jpg,8
dataset/923.jpg,7
dataset/924.jpg,8
dataset/925.jpg,5
dataset/926.jpg,6
dataset/927.jpg,7
dataset/928.jpg,8
dataset/929.jpg,5
dataset/930.jpg,7
dataset/931.jpg,3
dataset/932.jpg,8
dataset/933.jpg,5
dataset/934.jpg,8
dataset/935.jpg,1
dataset/936.jpg,8
dataset/937.jpg,6
dataset/938.jpg,1
dataset/939.jpg,6
dataset/940.jpg,8
dataset/941.jpg,6
dataset/942.jpg,3
dataset/943.jpg,2
dataset/944.jpg,8
dataset/945.jpg,6
dataset/946.jpg,3
dataset/947.jpg,4
dataset/948.jpg,8
dataset/949.jpg,6
dataset/950.jpg,9
dataset/951.jpg,2
dataset/952.jpg,8
dataset/953.jpg,6
dataset/954.jpg,9
dataset/955.jpg,9
dataset/956.jpg,8
dataset/957.jpg,7
dataset/958.jpg,2
dataset/959.jpg,9
dataset/960.jpg,8
dataset/961.jpg,7
dataset/962.jpg,5
dataset/963.jpg,5
dataset/964.jpg,8
dataset/965.jpg,8
dataset/966.jpg,1
dataset/967.jpg,6
dataset/968.jpg,8
dataset/969.jpg,8
dataset/970.jpg,3
dataset/971.jpg,1
dataset/972.jpg,8
dataset/973.jpg,8
dataset/974.jpg,4
dataset/975.jpg,6
dataset/976.jpg,8
dataset/977.jpg,8
dataset/978.jpg,5
dataset/979.jpg,8
dataset/980.jpg,8
dataset/981.jpg,8
dataset/982.jpg,7
dataset/983.jpg,7
dataset/984.jpg,8
dataset/985.jpg,9
dataset/986.jpg,1
dataset/987.jpg,6
dataset/988.jpg,8
dataset/989.jpg,9
dataset/990.jpg,3
dataset/991.jpg,4
dataset/992.jpg,8
dataset/993.jpg,9
dataset/994.jpg,7
dataset/995.jpg,1
dataset/996.jpg,8
dataset/997.jpg,9
dataset/998.jpg,9
dataset/999.jpg,1
dataset/1000.jpg,9
dataset/1001.jpg,1
dataset/1002.jpg,1
dataset/1003.jpg,2
dataset/1004.jpg,9
dataset/1005.jpg,1
dataset/1006.jpg,1
dataset/1007.jpg,5
dataset/1008.jpg,9
dataset/1009.jpg,1
dataset/1010.jpg,1
dataset/1011.jpg,8
dataset/1012.jpg,9
dataset/1013.jpg,1
dataset/1014.jpg,2
dataset/1015.jpg,4
dataset/1016.jpg,9
dataset/1017.jpg,1
dataset/1018.jpg,2
dataset/1019.jpg,9
dataset/1020.jpg,9
dataset/1021.jpg,1
dataset/1022.jpg,3
dataset/1023.jpg,1
dataset/1024.jpg,9
dataset/1025.jpg,1
dataset/1026.jpg,8
dataset/1027.jpg,2
dataset/1028.jpg,9
dataset/1029.jpg,1
dataset/1030.jpg,8
dataset/1031.jpg,9
dataset/1032.jpg,9
dataset/1033.jpg,1
dataset/1034.jpg,9
dataset/1035.jpg,1
dataset/1036.jpg,9
dataset/1037.jpg,2
dataset/1038.jpg,1
dataset/1039.jpg,4
dataset/1040.jpg,9
dataset/1041.jpg,2
dataset/1042.jpg,1
dataset/1043.jpg,9
dataset/1044.jpg,9
dataset/1045.jpg,2
dataset/1046.jpg,3
dataset/1047.jpg,7
dataset/1048.jpg,9
dataset/1049.jpg,2
dataset/1050.jpg,6
dataset/1051.jpg,1
dataset/1052.jpg,9
dataset/1053.jpg,2
dataset/1054.jpg,8
dataset/1055.jpg,3
dataset/1056.jpg,9
dataset/1057.jpg,3
dataset/1058.jpg,3
dataset/1059.jpg,6
dataset/1060.jpg,9
dataset/1061.jpg,3
dataset/1062.jpg,3
dataset/1063.jpg,7
dataset/1064.jpg,9
dataset/1065.jpg,3
dataset/1066.jpg,8
dataset/1067.jpg,1
dataset/1068.jpg,9
dataset/1069.jpg,5
dataset/1070.jpg,1
dataset/1071.jpg,4
dataset/1072.jpg,9
dataset/1073.jpg,5
dataset/1074.jpg,6
dataset/1075.jpg,2
dataset/1076.jpg,9
dataset/1077.jpg,5
dataset/1078.jpg,8
dataset/1079.jpg,4
dataset/1080.jpg,9
dataset/1081.jpg,5
dataset/1082.jpg,9
dataset/1083.jpg,5
dataset/1084.jpg,9
dataset/1085.jpg,6
dataset/1086.jpg,1
dataset/1087.jpg,4
dataset/1088.jpg,9
dataset/1089.jpg,6
dataset/1090.jpg,1
dataset/1091.jpg,7
dataset/1092.jpg,9
dataset/1093.jpg,6
dataset/1094.jpg,8
dataset/1095.jpg,4
dataset/1096.jpg,9
dataset/1097.jpg,6
dataset/1098.jpg,8
dataset/1099.jpg,8
dataset/1100.jpg,9
dataset/1101.jpg,7
dataset/1102.jpg,4
dataset/1103.jpg,7
dataset/1104.jpg,9
dataset/1105.jpg,7
dataset/1106.jpg,5
dataset/1107.jpg,6
dataset/1108.jpg,9
dataset/1109.jpg,7
dataset/1110.jpg,7
dataset/1111.jpg,3
dataset/1112.jpg,9
dataset/1113.jpg,7
dataset/1114.jpg,7
dataset/1115.jpg,6
dataset/1116.jpg,9
dataset/1117.jpg,7
dataset/1118.jpg,8
dataset/1119.jpg,1
dataset/1120.jpg,9
dataset/1121.jpg,9
dataset/1122.jpg,2
dataset/1123.jpg,4
dataset/1124.jpg,1
dataset/1125.jpg,2
dataset/1126.jpg,2
dataset/1127.jpg,3
dataset/1128.jpg,1
dataset/1129.jpg,2
dataset/1130.jpg,6
dataset/1131.jpg,5
dataset/1132.jpg,1
dataset/1133.jpg,2
dataset/1134.jpg,7
dataset/1135.jpg,4
dataset/1136.jpg,1
dataset/1137.jpg,2
dataset/1138.jpg,7
dataset/1139.jpg,9
dataset/1140.jpg,1
dataset/1141.jpg,3
dataset/1142.jpg,9
dataset/1143.jpg,9
dataset/1144.jpg,1
dataset/1145.jpg,4
dataset/1146.jpg,8
dataset/1147.jpg,1
dataset/1148.jpg,1
dataset/1149.jpg,4
dataset/1150.jpg,8
dataset/1151.jpg,9
